id,filename,disease
247,train_0248.jpg,acne
248,train_0249.jpg,eksim
249,train_0250.jpg,acne
250,train_0251.jpg,herpes
251,train_0252.jpg,acne
252,train_0253.jpg,eksim
253,train_0254.jpg,eksim
254,train_0255.jpg,panu
255,train_0256.jpg,herpes
256,train_0257.jpg,eksim
257,train_0258.jpg,panu
258,train_0259.jpg,herpes
259,train_0260.jpg,eksim
260,train_0261.jpg,acne
261,train_0262.jpg,eksim
262,train_0263.jpg,herpes
263,train_0264.jpg,acne
264,train_0265.jpg,acne
265,train_0266.jpg,panu
266,train_0267.jpg,acne
267,train_0268.jpg,eksim
268,train_0269.jpg,herpes
269,train_0270.jpg,acne
270,train_0271.jpg,eksim
271,train_0272.jpg,panu
272,train_0273.jpg,acne
273,train_0274.jpg,eksim
274,train_0275.jpg,rosacea
275,train_0276.jpg,acne
276,train_0277.jpg,herpes
277,train_0278.jpg,herpes
278,train_0279.jpg,acne
279,train_0280.jpg,eksim
280,train_0281.jpg,herpes
281,train_0282.jpg,eksim
282,train_0283.jpg,eksim
283,train_0284.jpg,acne
284,train_0285.jpg,eksim
285,train_0286.jpg,herpes
286,train_0287.jpg,eksim
287,train_0288.jpg,eksim
288,train_0289.jpg,acne
289,train_0290.jpg,acne
290,train_0291.jpg,acne
291,train_0292.jpg,acne
292,train_0293.jpg,eksim
293,train_0294.jpg,acne
294,train_0295.jpg,herpes
295,train_0296.jpg,panu
296,train_0297.jpg,panu
297,train_0298.jpg,eksim
298,train_0299.jpg,herpes
299,train_0300.jpg,herpes
300,train_0301.jpg,herpes
301,train_0302.jpg,panu
302,train_0303.jpg,eksim
303,train_0304.jpg,panu
304,train_0305.jpg,eksim
305,train_0306.jpg,eksim
306,train_0307.jpg,acne
307,train_0308.jpg,herpes
308,train_0309.jpg,panu
309,train_0310.jpg,herpes
310,train_0311.jpg,eksim
311,train_0312.jpg,acne
312,train_0313.jpg,rosacea
313,train_0314.jpg,acne
314,train_0315.jpg,acne
315,train_0316.jpg,rosacea
316,train_0317.jpg,herpes
317,train_0318.jpg,eksim
318,train_0319.jpg,herpes
319,train_0320.jpg,acne
320,train_0321.jpg,panu
321,train_0322.jpg,herpes
322,train_0323.jpg,eksim
323,train_0324.jpg,panu
324,train_0325.jpg,eksim
325,train_0326.jpg,panu
326,train_0327.jpg,acne
327,train_0328.jpg,panu
328,train_0329.jpg,eksim
329,train_0330.jpg,acne
330,train_0331.jpg,eksim
331,train_0332.jpg,panu
332,train_0333.jpg,acne
333,train_0334.jpg,eksim
334,train_0335.jpg,acne
335,train_0336.jpg,herpes
336,train_0337.jpg,acne
337,train_0338.jpg,eksim
338,train_0339.jpg,eksim
339,train_0340.jpg,rosacea
340,train_0341.jpg,eksim
341,train_0342.jpg,acne
342,train_0343.jpg,acne
343,train_0344.jpg,eksim
344,train_0345.jpg,panu
345,train_0346.jpg,herpes
346,train_0347.jpg,acne
347,train_0348.jpg,panu
348,train_0349.jpg,panu
349,train_0350.jpg,rosacea
350,train_0351.jpg,rosacea
351,train_0352.jpg,acne
352,train_0353.jpg,panu
353,train_0354.jpg,herpes
354,train_0355.jpg,eksim
355,train_0356.jpg,eksim
356,train_0357.jpg,herpes
357,train_0358.jpg,eksim
358,train_0359.jpg,acne
359,train_0360.jpg,acne
360,train_0361.jpg,acne
361,train_0362.jpg,panu
362,train_0363.jpg,rosacea
363,train_0364.jpg,acne
364,train_0365.jpg,eksim
365,train_0366.jpg,acne
366,train_0367.jpg,rosacea
367,train_0368.jpg,eksim
368,train_0369.jpg,acne
369,train_0370.jpg,acne
370,train_0371.jpg,panu
371,train_0372.jpg,acne
372,train_0373.jpg,eksim
373,train_0374.jpg,eksim
374,train_0375.jpg,rosacea
375,train_0376.jpg,acne
376,train_0377.jpg,eksim
377,train_0378.jpg,acne
378,train_0379.jpg,herpes
379,train_0380.jpg,acne
380,train_0381.jpg,acne
381,train_0382.jpg,herpes
382,train_0383.jpg,eksim
383,train_0384.jpg,acne
384,train_0385.jpg,herpes
385,train_0386.jpg,acne
386,train_0387.jpg,acne
387,train_0388.jpg,acne
388,train_0389.jpg,panu
389,train_0390.jpg,rosacea
390,train_0391.jpg,rosacea
391,train_0392.jpg,eksim
392,train_0393.jpg,rosacea
393,train_0394.jpg,acne
394,train_0395.jpg,herpes
395,train_0396.jpg,acne
396,train_0397.jpg,eksim
397,train_0398.jpg,eksim
398,train_0399.jpg,panu
399,train_0400.jpg,herpes
400,train_0401.jpg,eksim
401,train_0402.jpg,acne
402,train_0403.jpg,eksim
403,train_0404.jpg,panu
404,train_0405.jpg,acne
405,train_0406.jpg,panu
406,train_0407.jpg,eksim
407,train_0408.jpg,acne
408,train_0409.jpg,acne
409,train_0410.jpg,eksim
410,train_0411.jpg,acne
411,train_0412.jpg,acne
412,train_0413.jpg,eksim
413,train_0414.jpg,herpes
414,train_0415.jpg,panu
415,train_0416.jpg,acne
416,train_0417.jpg,acne
417,train_0418.jpg,eksim
418,train_0419.jpg,rosacea
419,train_0420.jpg,acne
420,train_0421.jpg,herpes
421,train_0422.jpg,acne
422,train_0423.jpg,eksim
423,train_0424.jpg,herpes
424,train_0425.jpg,acne
425,train_0426.jpg,panu
426,train_0427.jpg,panu
427,train_0428.jpg,acne
428,train_0429.jpg,acne
429,train_0430.jpg,eksim
430,train_0431.jpg,acne
431,train_0432.jpg,eksim
432,train_0433.jpg,rosacea
433,train_0434.jpg,panu
434,train_0435.jpg,acne
435,train_0436.jpg,acne
436,train_0437.jpg,acne
437,train_0438.jpg,herpes
438,train_0439.jpg,acne
439,train_0440.jpg,herpes
440,train_0441.jpg,herpes
441,train_0442.jpg,acne
442,train_0443.jpg,herpes
443,train_0444.jpg,acne
444,train_0445.jpg,acne
445,train_0446.jpg,herpes
446,train_0447.jpg,acne
447,train_0448.jpg,rosacea
448,train_0449.jpg,eksim
449,train_0450.jpg,acne
450,train_0451.jpg,eksim
451,train_0452.jpg,acne
452,train_0453.jpg,acne
453,train_0454.jpg,herpes
454,train_0455.jpg,eksim
455,train_0456.jpg,acne
456,train_0457.jpg,eksim
457,train_0458.jpg,eksim
458,train_0459.jpg,eksim
459,train_0460.jpg,herpes
460,train_0461.jpg,herpes
461,train_0462.jpg,eksim
462,train_0463.jpg,eksim
463,train_0464.jpg,eksim
464,train_0465.jpg,acne
465,train_0466.jpg,acne
466,train_0467.jpg,panu
467,train_0468.jpg,eksim
468,train_0469.jpg,panu
469,train_0470.jpg,panu
470,train_0471.jpg,herpes
471,train_0472.jpg,acne
472,train_0473.jpg,panu
473,train_0474.jpg,herpes
474,train_0475.jpg,herpes
475,train_0476.jpg,acne
476,train_0477.jpg,eksim
477,train_0478.jpg,eksim
478,train_0479.jpg,herpes
479,train_0480.jpg,rosacea
480,train_0481.jpg,acne
481,train_0482.jpg,acne
482,train_0483.jpg,rosacea
483,train_0484.jpg,herpes
484,train_0485.jpg,eksim
485,train_0486.jpg,acne
486,train_0487.jpg,acne
487,train_0488.jpg,eksim
488,train_0489.jpg,panu
489,train_0490.jpg,eksim
490,train_0491.jpg,acne
491,train_0492.jpg,rosacea
492,train_0493.jpg,acne
493,train_0494.jpg,eksim
494,train_0495.jpg,eksim
495,train_0496.jpg,acne
496,train_0497.jpg,eksim
497,train_0498.jpg,rosacea
498,train_0499.jpg,acne
499,train_0500.jpg,acne
500,train_0501.jpg,herpes
501,train_0502.jpg,panu
502,train_0503.jpg,herpes
503,train_0504.jpg,eksim
504,train_0505.jpg,herpes
505,train_0506.jpg,eksim
506,train_0507.jpg,eksim
507,train_0508.jpg,eksim
508,train_0509.jpg,eksim
509,train_0510.jpg,acne
510,train_0511.jpg,acne
511,train_0512.jpg,panu
512,train_0513.jpg,herpes
513,train_0514.jpg,panu
514,train_0515.jpg,eksim
515,train_0516.jpg,acne
516,train_0517.jpg,panu
517,train_0518.jpg,acne
518,train_0519.jpg,rosacea
519,train_0520.jpg,eksim
520,train_0521.jpg,eksim
521,train_0522.jpg,acne
522,train_0523.jpg,herpes
523,train_0524.jpg,eksim
524,train_0525.jpg,eksim
525,train_0526.jpg,panu
526,train_0527.jpg,panu
527,train_0528.jpg,acne
528,train_0529.jpg,acne
529,train_0530.jpg,rosacea
530,train_0531.jpg,panu
531,train_0532.jpg,acne
532,train_0533.jpg,herpes
533,train_0534.jpg,herpes
534,train_0535.jpg,eksim
535,train_0536.jpg,herpes
536,train_0537.jpg,herpes
537,train_0538.jpg,acne
538,train_0539.jpg,herpes
539,train_0540.jpg,panu
540,train_0541.jpg,eksim
541,train_0542.jpg,herpes
542,train_0543.jpg,eksim
543,train_0544.jpg,acne
544,train_0545.jpg,eksim
545,train_0546.jpg,acne
546,train_0547.jpg,rosacea
547,train_0548.jpg,acne
548,train_0549.jpg,herpes
549,train_0550.jpg,acne
550,train_0551.jpg,herpes
551,train_0552.jpg,acne
552,train_0553.jpg,panu
553,train_0554.jpg,herpes
554,train_0555.jpg,acne
555,train_0556.jpg,acne
556,train_0557.jpg,acne
557,train_0558.jpg,eksim
558,train_0559.jpg,rosacea
559,train_0560.jpg,herpes
560,train_0561.jpg,eksim
561,train_0562.jpg,acne
562,train_0563.jpg,eksim
563,train_0564.jpg,rosacea
564,train_0565.jpg,acne
565,train_0566.jpg,acne
566,train_0567.jpg,panu
567,train_0568.jpg,eksim
568,train_0569.jpg,acne
569,train_0570.jpg,acne
570,train_0571.jpg,panu
571,train_0572.jpg,herpes
572,train_0573.jpg,herpes
573,train_0574.jpg,eksim
574,train_0575.jpg,eksim
575,train_0576.jpg,eksim
576,train_0577.jpg,herpes
577,train_0578.jpg,eksim
578,train_0579.jpg,acne
579,train_0580.jpg,panu
580,train_0581.jpg,eksim
581,train_0582.jpg,acne
582,train_0583.jpg,rosacea
583,train_0584.jpg,eksim
584,train_0585.jpg,eksim
585,train_0586.jpg,panu
586,train_0587.jpg,panu
587,train_0588.jpg,eksim
588,train_0589.jpg,eksim
589,train_0590.jpg,panu
590,train_0591.jpg,herpes
591,train_0592.jpg,acne
592,train_0593.jpg,rosacea
593,train_0594.jpg,acne
594,train_0595.jpg,herpes
595,train_0596.jpg,acne
596,train_0597.jpg,panu
597,train_0598.jpg,acne
598,train_0599.jpg,panu
599,train_0600.jpg,panu
600,train_0601.jpg,herpes
601,train_0602.jpg,acne
602,train_0603.jpg,acne
603,train_0604.jpg,eksim
604,train_0605.jpg,eksim
605,train_0606.jpg,panu
606,train_0607.jpg,acne
607,train_0608.jpg,herpes
608,train_0609.jpg,herpes
609,train_0610.jpg,herpes
610,train_0611.jpg,herpes
611,train_0612.jpg,acne
612,train_0613.jpg,eksim
613,train_0614.jpg,acne
614,train_0615.jpg,eksim
615,train_0616.jpg,panu
616,train_0617.jpg,panu
617,train_0618.jpg,panu
618,train_0619.jpg,herpes
619,train_0620.jpg,eksim
620,train_0621.jpg,acne
621,train_0622.jpg,herpes
622,train_0623.jpg,eksim
623,train_0624.jpg,panu
624,train_0625.jpg,acne
625,train_0626.jpg,acne
626,train_0627.jpg,panu
627,train_0628.jpg,herpes
628,train_0629.jpg,panu
629,train_0630.jpg,acne
630,train_0631.jpg,acne
631,train_0632.jpg,panu
632,train_0633.jpg,acne
633,train_0634.jpg,acne
634,train_0635.jpg,acne
635,train_0636.jpg,acne
636,train_0637.jpg,acne
637,train_0638.jpg,eksim
638,train_0639.jpg,acne
639,train_0640.jpg,eksim
640,train_0641.jpg,acne
641,train_0642.jpg,herpes
642,train_0643.jpg,acne
643,train_0644.jpg,acne
644,train_0645.jpg,acne
645,train_0646.jpg,acne
646,train_0647.jpg,panu
647,train_0648.jpg,eksim
648,train_0649.jpg,eksim
649,train_0650.jpg,acne
650,train_0651.jpg,eksim
651,train_0652.jpg,acne
652,train_0653.jpg,herpes
653,train_0654.jpg,herpes
654,train_0655.jpg,acne
655,train_0656.jpg,panu
656,train_0657.jpg,herpes
657,train_0658.jpg,acne
658,train_0659.jpg,eksim
659,train_0660.jpg,acne
660,train_0661.jpg,acne
661,train_0662.jpg,acne
662,train_0663.jpg,eksim
663,train_0664.jpg,herpes
664,train_0665.jpg,herpes
665,train_0666.jpg,herpes
666,train_0667.jpg,herpes
667,train_0668.jpg,eksim
668,train_0669.jpg,acne
669,train_0670.jpg,acne
670,train_0671.jpg,acne
671,train_0672.jpg,herpes
672,train_0673.jpg,acne
673,train_0674.jpg,acne
674,train_0675.jpg,herpes
675,train_0676.jpg,eksim
676,train_0677.jpg,eksim
677,train_0678.jpg,panu
678,train_0679.jpg,acne
679,train_0680.jpg,herpes
680,train_0681.jpg,eksim
681,train_0682.jpg,acne
682,train_0683.jpg,eksim
683,train_0684.jpg,eksim
684,train_0685.jpg,herpes
685,train_0686.jpg,acne
686,train_0687.jpg,panu
687,train_0688.jpg,eksim
688,train_0689.jpg,panu
689,train_0690.jpg,eksim
690,train_0691.jpg,herpes
691,train_0692.jpg,acne
692,train_0693.jpg,eksim
693,train_0694.jpg,eksim
694,train_0695.jpg,rosacea
695,train_0696.jpg,rosacea
696,train_0697.jpg,acne
697,train_0698.jpg,panu
698,train_0699.jpg,acne
699,train_0700.jpg,acne
700,train_0701.jpg,acne
701,train_0702.jpg,herpes
702,train_0703.jpg,panu
703,train_0704.jpg,acne
704,train_0705.jpg,herpes
705,train_0706.jpg,herpes
706,train_0707.jpg,herpes
707,train_0708.jpg,herpes
708,train_0709.jpg,eksim
709,train_0710.jpg,eksim
710,train_0711.jpg,acne
711,train_0712.jpg,eksim
712,train_0713.jpg,acne
713,train_0714.jpg,eksim
714,train_0715.jpg,acne
715,train_0716.jpg,acne
716,train_0717.jpg,herpes
717,train_0718.jpg,acne
718,train_0719.jpg,eksim
719,train_0720.jpg,herpes
